Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted_Performance_Index
7,52,0,5,8,42.84750349572713
5,93,0,7,1,78.45311361785542
5,92,0,8,6,78.90992954041212
1,88,0,6,8,62.817561785124404
6,53,1,7,1,41.187009087847535
9,55,1,7,5,52.59641267416226
1,78,0,4,6,51.269460494262724
7,71,1,4,7,62.09989830751942
1,57,0,8,0,30.64954916732453
8,69,1,4,5,62.52923072163565
8,97,0,9,6,93.06872348288346
5,58,0,8,2,43.50630660910988
7,86,0,6,4,77.15555853387045
2,45,1,8,5,22.876662401805504
2,59,1,5,6,35.868026190043174
2,77,0,7,5,54.373197703083584
5,97,1,5,3,82.5421372959251
8,80,0,8,2,74.48524509726047
1,97,1,8,7,73.34840205540976
9,63,0,8,9,61.42376722287825
3,65,0,8,3,45.10853566100143
3,53,1,9,8,34.96104659337693
9,87,0,4,3,82.72506109812275
5,98,1,4,6,83.66710922387301
6,79,0,6,9,68.15720359150379
1,42,0,4,2,13.82979468025168
5,77,0,4,0,60.50838720283465
6,95,0,5,5,83.16843277057632
4,79,1,6,4,62.04087253075331
7,72,1,4,2,62.12930234230844
9,53,1,6,9,50.86504375936003
9,99,1,8,8,98.46874649504122
4,67,0,5,6,49.13991137506353
2,54,1,7,6,31.75035889796255
8,53,1,4,3,45.84544069733894
3,65,0,9,1,45.19930865572099
1,41,1,5,5,14.485094504899529
5,49,0,7,4,34.25334064220062
5,60,1,4,0,43.79595356452699
8,99,0,9,3,94.51159592165303
3,83,1,6,3,63.05441255540668
5,92,0,9,1,78.40753209119245
5,47,0,7,9,33.20591516605719
3,83,0,6,2,62.262758209376294
7,91,0,8,7,83.81127609927316
9,80,1,6,4,77.3630052693637
4,63,1,9,9,48.199806747685294
1,79,0,7,4,53.35069484502812
5,95,1,7,2,81.28081084659462
6,96,1,5,6,84.9781085579611
3,98,1,7,7,79.60184805832083
2,73,1,6,6,50.60654632635062
3,50,0,4,1,27.49788724867627
5,57,1,5,3,41.82127964174871
3,82,1,4,3,61.06395119936084
1,57,1,7,8,32.33904792520074
3,52,0,7,4,31.58576044736146
8,40,1,6,0,32.99043143048382
9,43,1,6,6,40.091658901876706
8,67,0,4,1,59.10836304895721
5,65,0,5,4,49.56924378917976
1,62,1,7,6,37.03370816934663
2,78,0,9,3,55.96821209650327
6,77,1,7,0,65.42180019904029
6,74,0,5,4,61.59225902082064
7,69,1,5,1,59.36373449427787
5,92,0,5,8,77.84671663100113
8,77,0,4,2,69.48630094381437
4,68,1,5,5,50.55414019982218
9,91,0,5,8,88.2719842274515
7,43,1,7,0,33.66989345244156
6,98,0,8,0,86.6925395601113
8,55,1,9,3,50.312583366776344
7,64,1,7,8,56.63013157138878
3,50,0,7,0,28.75882363940034
2,95,0,5,8,72.31831417671077
8,75,0,8,3,69.59286137180152
5,47,1,4,5,31.55029223348506
5,85,1,8,5,72.17998683433547
2,80,0,6,0,55.95242466323571
3,61,1,8,1,41.23493379767495
3,90,0,6,5,69.98207874279638
8,49,1,4,3,41.7733549319213
3,73,0,5,5,52.18949428242572
1,85,1,9,5,61.22291775387641
5,68,0,5,6,53.018755075869144
8,84,1,6,9,79.56288618189552
3,48,1,5,3,26.93744215065663
8,78,0,7,0,71.56753529457978
4,94,1,4,5,76.5364777176911
2,71,1,9,9,50.622333759618165
1,89,1,5,5,63.35012368991118
6,95,0,5,6,83.36615625188938
8,90,0,5,4,83.60224660139357
8,56,1,9,9,52.51694569600921
7,58,0,8,8,50.41429201589073
5,91,0,4,4,75.55158130704868
7,96,1,6,3,87.73198033081877
5,82,1,4,6,67.37876616220245
9,69,1,5,9,66.66716686368488
4,81,1,8,1,64.45618488421434
8,51,1,4,9,44.99573870250858
4,52,0,5,3,33.27641931080816
5,91,0,4,4,75.55158130704868
6,59,0,9,0,47.47592330463504
7,76,1,7,7,68.64866538632862
9,98,1,4,8,95.50584522430395
5,60,0,9,2,46.028569449164415
4,64,0,8,6,47.54450692303745
2,65,1,8,1,42.44619730364139
5,40,1,8,9,27.159915898639355
9,83,0,8,9,81.78419604996645
8,45,1,9,7,40.92326287848454
7,67,1,8,6,59.77496889017157
7,84,0,6,0,74.32862172590933
4,69,0,8,5,52.43689064849642
3,57,0,6,3,35.99192421547472
5,66,0,6,8,51.86437911313218
2,60,1,6,5,37.174544107430215
3,99,0,8,8,80.70988207361674
7,79,1,9,6,72.47744614377021
9,54,1,4,4,49.92200787945762
5,91,0,6,3,76.32629774042704
1,57,0,8,3,31.24271961126376
7,94,1,4,2,84.52577405210545
2,76,1,9,8,55.514717485077135
9,99,1,5,7,96.81236314169098
2,91,0,8,2,68.5185473954518
6,59,0,9,5,48.46454071120042
8,40,0,4,3,32.0172310950143
1,60,0,9,5,35.178450855298856
4,62,0,7,1,44.03362667641752
3,93,1,9,5,75.08873380361408
5,58,1,8,8,45.286578361705644
1,67,0,9,3,41.909153982153576
6,70,0,8,5,59.17655660875322
1,70,0,9,4,45.16094178752987
8,61,0,8,9,56.52690208071824
6,84,1,4,5,72.0779078230494
9,48,1,9,3,46.04725553674667
2,91,0,9,2,69.00476735279753
5,48,1,7,0,33.03835614031123
9,55,0,7,2,51.40931136550572
1,71,0,7,7,45.79969375813207
4,53,0,8,9,36.93944151207817
7,47,0,8,7,39.018332679679155
8,85,1,6,8,80.38318414193685
1,82,0,8,7,57.48414957037631
7,95,1,5,6,86.8209093760579
9,67,0,5,9,64.03719311625875
8,85,0,7,2,79.0891323466868
6,87,0,5,3,74.62881427711488
8,59,1,4,7,52.744463270717695
9,72,0,9,0,69.29266882059596
8,41,1,5,1,33.71995639580559
9,56,0,7,9,53.81139717605166
7,91,0,4,3,81.07550234463798
8,76,1,4,6,69.85310429242958
6,56,1,6,4,44.34802389850429
1,77,0,4,4,49.855992090282164
7,74,1,6,7,66.12640254627408
9,86,0,6,6,83.272650015399
1,74,1,7,4,48.854518502973384
4,97,0,5,9,80.27372505963504
6,96,0,9,1,85.34044011606127
8,48,0,9,6,43.18567285651739
1,67,1,8,5,42.412311852151326
4,75,0,8,6,58.74274277793595
9,97,0,6,6,94.47088587029751
1,84,0,9,6,59.80868892911776
6,89,1,5,2,77.06106454322793
6,89,1,8,8,79.70606530314353
2,73,1,4,8,50.029553374285335
6,70,1,7,6,59.48199099743788
6,87,1,9,2,76.96990148990199
4,68,1,9,7,52.89446699183119
8,58,0,5,3,50.8278369967394
9,66,1,4,7,62.731435619649766
7,67,0,8,0,57.994697137575805
6,63,1,6,2,51.078727025358994
1,74,1,6,5,48.56602202694075
5,43,0,6,0,26.86809811147615
1,46,0,8,8,21.033101162930635
2,61,0,4,8,37.21936521331511
6,61,1,4,3,48.26796770927182
6,93,0,8,9,83.38194368515695
4,95,1,8,3,79.10393202580224
8,76,0,5,8,70.14084034768416
2,55,0,5,7,31.399733041221303
5,67,0,8,0,52.27305261867341
3,82,0,5,8,61.944857698554635
1,40,0,9,2,14.224851584271434
3,47,0,7,4,26.49565324058942
4,96,0,7,3,79.04180264509361
4,58,0,4,9,40.084668889467345
5,89,0,9,7,76.53980865500768
4,44,1,6,8,27.201016008601293
1,98,1,5,2,71.91914621816164
2,73,1,8,7,51.77670972235513
6,91,1,4,3,78.80861094990411
9,54,1,9,2,51.957660703560045
4,81,1,6,3,63.87919193214905
7,56,1,8,2,47.78583911002077
7,92,1,8,4,84.83005796140566
4,46,0,7,4,28.33845405868621
1,66,1,4,2,38.856240137474806
8,68,0,8,7,63.257605207572944
2,46,0,9,1,22.996079010536015
8,82,0,8,3,76.71901146128238
2,58,1,5,9,35.443175192628
5,79,0,4,3,63.13760052948269
4,45,1,7,0,27.123469556796806
7,64,1,8,6,56.72090456610835
9,79,1,8,9,78.30604114926612
6,61,0,7,4,49.330420197904736
5,56,0,8,2,41.470263726401065
8,61,1,6,6,55.55522258680488
7,73,1,9,5,66.17159401433065
7,47,0,7,6,38.334389241020354
5,84,1,9,8,72.24135579426601
3,63,1,5,2,42.010040289659706
4,99,0,8,4,82.77981040781563
9,66,0,8,5,63.686937621689175
2,78,1,8,0,55.48275255993564
6,71,1,8,7,61.18395587745109
4,67,1,4,8,49.64306924506126
8,67,1,5,4,60.78168431495947
5,65,0,7,2,50.146236741245026
7,42,1,6,3,32.758822497680676
2,40,1,6,8,17.40728572428126
9,44,0,5,8,40.42497648379425
4,78,0,7,5,61.112863663340384
5,74,1,5,9,60.313985032652134
5,88,1,8,5,75.2340511583987
6,55,1,4,7,42.950732986397675
7,65,0,9,7,57.82893858140424
9,64,1,9,5,62.73104556104338
9,86,0,5,2,81.99553613280099
9,54,0,8,0,50.482062918870874
1,49,1,8,6,24.285649389085023
1,40,1,7,6,14.637236459549626
7,73,0,4,0,62.15794595631939
8,62,0,9,8,57.83341999810528
3,82,0,5,6,61.54941073592848
9,64,0,4,3,59.31056794697134
3,52,1,8,6,33.061358232050644
4,72,1,7,0,54.61004847336586
4,81,0,4,1,61.91737419011415
7,71,1,5,0,61.20205389567361
3,79,1,6,0,58.38915634604981
8,83,0,4,1,75.39670611062778
3,80,0,8,7,61.16975120656988
3,81,0,5,8,60.926836257200215
2,49,1,6,7,26.37175521515787
1,68,0,8,3,42.44095546616227
5,56,0,7,8,42.1703846569338
6,65,0,4,3,51.746122609972154
6,60,1,7,5,49.104053102580714
8,56,1,6,7,50.66283886134591
2,79,1,6,2,55.923781049224765
5,79,1,9,1,65.76718421830242
7,88,1,6,0,78.99463835604428
8,41,1,6,8,35.590240722342834
4,98,1,9,4,82.84193978852423
9,87,0,7,3,84.1837209701599
6,51,0,5,2,37.78231890704307
1,55,1,7,1,28.91894067330039
6,42,0,8,6,30.86967973214282
6,97,0,5,4,85.00675217197207
2,60,0,4,9,36.39906725327378
2,61,0,5,1,36.3215208014693
6,68,1,4,5,55.789564761378834
3,48,1,7,0,27.316711621408835
9,92,1,4,2,88.21137568829903
1,93,0,8,5,68.28693846264866
8,65,1,8,4,60.2043013042878
4,45,0,9,1,27.699702088083995
9,87,0,7,7,84.9746148954122
1,50,0,4,6,22.764860136339266
1,49,0,5,7,22.43078213364364
4,86,0,4,2,67.20520487819928
9,73,0,7,0,69.33825034725893
4,70,1,9,2,53.94189246797462
3,51,1,9,2,31.738662822789642
1,90,0,5,6,63.97193774786137
4,83,0,4,9,65.5352049233276
9,55,0,8,8,53.081872210729905
6,42,0,9,7,31.553623170801608
3,97,0,9,0,77.57827129774901
4,64,0,7,1,46.069669559126346
5,74,0,8,4,60.19009663340659
9,74,1,6,5,71.45260010255032
4,61,0,6,4,43.12255572165663
9,76,1,5,2,72.4092525839742
9,74,0,4,8,70.47939976708082
4,84,0,9,7,68.58887918878443
1,59,1,6,0,32.30708300005923
5,81,0,4,4,65.37136689350459
4,43,0,6,7,25.39134022121649
8,97,1,6,3,91.61082403162439
3,55,1,5,2,33.865868758824426
2,43,1,7,8,20.94757000569021
3,77,1,6,1,56.55083694465407
8,54,0,4,4,46.46725475528911
1,76,0,7,3,50.09890703965183
7,55,0,7,3,45.885390327916404
6,86,0,9,5,75.95111962776949
5,46,1,7,9,32.781824589420104
8,73,1,4,7,66.99676344967943
2,40,0,8,1,16.401730405063837
5,71,0,8,0,56.34513838409105
2,97,0,4,4,73.07724317682155
9,44,1,9,7,42.766063696581334
4,69,0,7,2,51.35750024721147
6,55,0,8,3,43.51078802581093
3,41,0,5,8,20.20597860302383
6,80,1,5,5,68.49204201497747
5,50,1,8,3,36.153789424304996
1,79,0,7,4,53.35069484502812
2,68,1,7,9,46.59582952086351
5,54,1,6,8,40.24205268159658
7,95,0,9,6,88.17185834072345
5,51,1,8,8,38.160428272224785
4,64,1,9,4,48.22921078247432
1,71,1,8,1,45.693503692316646
7,57,1,8,6,49.59475447662748
6,46,0,4,7,33.19460914949068
9,84,0,7,4,81.32738012740975
4,45,1,4,8,27.24659753526427
7,53,0,6,6,43.956297931801096
1,43,0,7,7,17.29509340020862
6,55,0,8,6,44.10395846975016
3,90,1,4,5,69.60356969282225
4,58,1,7,1,40.55547177571719
9,43,0,7,4,39.588501031878955
1,90,0,4,6,63.48571779051564
2,80,1,4,1,55.77163909457466
2,88,0,4,8,64.70594412988416
3,49,0,4,1,26.479865807321865
8,54,1,5,4,47.547405577352144
7,43,1,4,1,32.408957061717494
9,50,0,9,3,47.48936755473817
9,50,0,6,5,46.42615464532718
9,47,0,8,9,45.1354241612077
3,90,1,8,6,71.74617300351821
3,83,0,8,0,62.839751161441576
6,83,1,4,7,71.45533334432113
2,89,0,9,0,66.57327750746254
3,53,1,8,1,33.09076226683968
8,41,1,9,1,35.664836225188445
2,81,0,9,2,58.82455293925343
3,75,1,9,4,56.56662437792162
3,59,0,4,2,36.857803702179034
4,98,0,5,1,79.70995865048485
9,45,1,6,8,42.52314874721167
8,87,1,8,4,82.60077301408481
5,75,0,7,5,60.91962159872835
4,84,0,4,6,65.96005592074278
1,81,1,4,9,55.510626126982494
6,74,1,8,1,63.051679313635866
2,67,0,5,5,43.22054337484807
7,67,0,9,3,59.074087538860745
1,50,1,8,5,25.10594734912636
6,75,0,7,7,64.1758908208057
7,41,1,4,2,30.570637660321758
6,59,0,5,9,47.31055480706987
8,41,0,9,1,35.07090536047114
4,50,1,6,9,33.50686813804082
1,71,0,7,8,45.99741723944515
6,94,0,6,5,82.63663128656762
3,61,1,8,7,42.421274685553406
8,56,0,7,4,49.961957510035084
8,75,0,8,9,70.77920225967998
1,91,1,9,7,67.72649336462902
4,53,0,7,1,34.87143370422783
3,97,1,4,2,76.13654933836389
3,48,0,6,9,28.01607213116349
5,51,1,7,1,36.290143945687525
6,95,1,6,7,84.64403055526549
6,43,0,7,1,30.412863809586135
4,96,1,8,9,81.30829435503509
7,64,1,9,0,56.020783635575604
5,44,1,9,2,30.334157252211178
3,46,1,7,4,26.071562663952328
5,78,1,8,3,64.65838978222845
4,98,1,4,9,81.39945740836103
9,81,1,9,5,80.03741006406833
2,58,1,6,1,34.3476072994691
7,82,1,6,9,74.66602103973551
7,42,0,8,3,33.13733154765479
9,57,0,4,4,52.38214133880354
6,59,0,8,2,47.38515030991548
3,68,0,6,6,47.78333051431246
2,94,0,7,5,71.67956220610853
8,62,1,8,3,56.95251349891149
6,70,0,5,7,58.11334369934223
6,60,0,7,3,48.11467527523725
4,41,0,4,9,22.778304386442393
6,43,0,8,6,31.88770117349724
6,96,1,6,4,85.06888155268066
8,46,0,6,0,38.504629213892976
1,58,0,4,6,30.90903166717454
4,83,1,7,7,67.19234869745588
4,40,0,5,4,21.257885495868315
7,58,1,4,1,47.67927868203363
8,84,0,7,3,78.26883438664547
4,53,0,6,7,35.57155463476058
7,83,1,5,5,74.4069285984919
2,78,1,8,2,55.87819952256179
7,96,1,8,2,88.50669676419713
2,83,1,6,0,59.60041985201625
2,40,0,9,2,17.08567384372263
4,71,0,9,7,55.3546004511771
5,47,1,8,7,33.89061902549407
3,57,1,7,2,36.87435155622466
5,84,1,4,7,69.61253252622436
9,68,0,9,3,65.81375349911755
8,71,1,8,7,66.90560039635349
7,87,1,9,7,80.81934115591855
8,97,1,5,7,91.915497999531
8,49,0,9,8,44.59914126049795
5,73,1,9,3,60.054502532802125
4,56,1,9,9,41.07365665820442
8,67,1,5,9,61.77030172152485
7,77,0,9,8,70.24291935897023
8,89,0,5,3,82.38650167872609
1,94,1,5,1,67.64933697143093
7,41,0,6,5,31.5423171542351
7,88,0,7,6,80.07326833655114
8,60,0,7,9,55.022660682018106
2,43,1,4,0,17.907122283148453
9,83,1,4,8,80.23552360398782
3,73,0,6,7,53.07116120239758
8,48,0,9,3,42.59250241257816
4,46,0,9,1,28.71772352943841
5,69,1,9,7,56.77331069263679
6,83,1,6,6,72.23004977769949
9,54,1,6,7,51.48761823808828
2,95,1,9,6,74.46167790818478
7,84,0,4,3,73.94935225515712
1,92,1,6,7,67.28585493394627
3,58,0,4,7,36.828399667389995
4,79,0,6,6,61.84238862866216
6,80,1,9,1,69.64602791910804
3,54,0,5,0,31.858469490126545
8,85,1,8,9,81.55334753794136
9,90,1,4,9,87.55939717478174
9,94,1,6,9,92.60392285489081
7,74,1,8,2,66.11022505440013
4,42,0,8,9,25.741205657179663
8,49,1,6,3,42.74579484661273
8,51,1,9,0,45.647327157419475
1,52,0,9,1,26.243385399211277
9,63,0,4,8,59.2811639121823
2,96,0,9,3,74.29259804088264
2,55,0,4,7,30.91351308387558
1,71,1,4,1,43.748623862933776
2,76,0,7,1,52.56428233647686
2,95,1,7,5,73.29151451218027
7,86,0,6,0,76.36466460861814
1,51,0,8,3,25.1345909631373
4,99,0,4,9,81.82354798499813
9,40,0,8,2,36.625209702535294
2,61,1,7,6,38.87650898744341
8,81,1,5,0,74.24309056866889
1,45,1,4,5,18.070960312971458
8,59,0,5,3,51.845858438093806
3,60,0,7,7,40.32310242213597
6,45,1,8,3,33.92450447698415
6,67,0,5,4,54.46610893133977
3,88,0,9,0,68.41607832555934
5,90,0,8,0,75.68754576982482
3,80,1,8,0,60.37961770209565
8,83,1,6,6,77.95169429660189
6,58,1,9,3,47.64500317193717
5,71,0,5,5,55.87509591861929
4,84,0,8,8,68.3003827127518
9,88,0,6,7,85.5064163794209
7,87,1,4,7,78.38824136918998
3,62,0,5,2,40.39808798358798
2,71,1,4,2,46.80716960369805
2,53,1,6,8,30.641564461888585
6,60,0,6,3,47.62845531789154
2,40,1,5,6,16.52561880430939
8,94,0,9,1,89.02604175225486
8,91,0,6,9,86.09510540665909
3,50,0,5,8,29.368171575213516
7,75,1,4,1,64.98564318505859
7,93,1,6,3,84.67791600675557
1,65,0,4,5,37.83745827534232
6,47,1,8,4,36.158270841006036
3,58,0,8,1,37.58693860889441
4,69,0,5,7,51.37367773908543
1,97,1,6,4,71.7827916967791
5,67,0,9,9,54.53878390783681
4,92,0,4,8,74.49967441420421
7,57,0,9,3,48.89387312531665
5,85,0,6,1,69.82272212967442
1,55,0,5,4,27.94574033783087
6,57,1,6,7,45.95921578379792
7,94,0,4,0,83.536396224762
9,56,0,5,7,52.44351029873409
6,89,1,8,4,78.91517137789123
5,70,0,8,2,55.7225639053628
1,56,0,4,9,29.466159228404948
6,97,1,8,1,86.46617246478729
1,84,0,6,8,58.745476019706764
6,47,0,9,5,36.248283414947515
6,77,1,4,2,64.3585872896293
6,62,1,8,5,51.62631594263525
8,71,0,9,1,65.61154860110344
5,88,0,6,6,73.86540386030305
3,78,0,8,2,58.14509091729568
6,84,1,8,4,73.82506417111918
1,42,0,8,9,17.15873887882607
1,52,0,7,6,26.25956289108523
8,85,1,6,1,78.99911977274533
8,45,0,5,6,38.1867287030713
1,86,1,5,4,60.09833588453488
4,92,1,4,7,74.89588179760844
8,46,0,6,0,38.504629213892976
4,69,1,5,1,50.78126771592428
2,60,1,5,9,37.47921807533681
2,44,0,4,1,18.52893634109862
7,90,0,4,8,81.04609830984896
2,69,1,5,7,46.24596408490034
5,75,0,9,3,61.49661455079363
5,94,0,8,3,80.35280197918169
7,52,1,8,6,44.50464726985543
5,53,0,9,5,39.49558980362277
6,76,1,9,9,67.155730004195
8,52,0,6,2,45.00820482464558
9,97,1,9,3,95.9303061631127
4,83,0,4,1,63.95341707282298
6,46,1,4,5,33.393093051581836
8,87,1,4,5,80.85361666601503
8,46,1,8,7,41.45506436249325
6,89,1,6,5,78.14045494451287
6,59,1,7,4,47.88830817991322
3,77,0,7,3,56.83857299990863
9,79,1,8,6,77.71287070532688
7,71,0,5,5,61.59674043752168
1,78,0,9,9,54.29373072493053
4,61,1,4,0,41.9531527464302
7,90,1,7,2,81.91234815872497
9,41,1,5,2,36.77850213656986
7,92,0,4,7,82.88441771124471
9,82,0,5,8,79.1097912552618
3,62,0,4,6,40.70276195149456
7,93,0,9,0,84.94947457013618
9,53,0,6,7,49.87566593201657
6,75,0,4,2,61.72861354220317
2,89,0,4,7,65.52624208992549
4,81,1,5,4,63.590695456116414
2,67,0,9,6,45.363146685544
4,55,1,5,8,37.91303190615408
5,54,0,8,6,40.22511476894456
3,79,1,9,2,60.24326318071311
7,89,0,4,6,79.63262990586841
4,70,1,9,1,53.74416898666154
6,42,1,6,8,30.88661764479486
4,87,1,9,2,71.24825697099959
9,72,1,5,2,68.33716681855657
6,65,0,8,1,53.29555547672887
2,55,1,6,3,31.688989938032016
4,55,1,5,5,37.31986146221485
7,59,0,9,4,51.12763948933854
4,93,0,6,5,75.8969653263108
2,40,1,4,8,16.43484580958983
8,81,0,4,3,73.75611019054509
7,43,0,4,2,32.01274967831326
5,54,0,8,8,40.62056173157071
8,90,1,7,7,85.76178782474153
7,47,0,8,1,37.8319917918007
4,99,0,6,8,82.59826441837649
1,66,0,8,2,40.20718910214037
1,70,1,8,9,46.25727010146685
2,69,0,5,4,45.05886277624381
2,54,0,8,8,32.038094953217104
8,40,0,9,8,35.436948288308265
1,92,1,6,7,67.28585493394627
6,55,1,4,4,42.357562542458446
6,77,1,8,4,66.69891408163832
9,49,0,9,3,46.47134611338377
2,76,1,5,6,53.174390693068126
9,51,1,4,7,47.46111399933363
2,59,0,6,5,35.5625918013585
8,88,0,5,7,82.159374162624
7,91,0,5,1,81.16627533935755
1,83,1,7,6,58.41215843778922
3,41,1,4,1,18.9296251412039
6,56,0,4,9,43.770270525660926
2,64,0,4,0,38.69164168687373
8,75,0,4,9,68.8343224302971
6,70,0,4,9,58.02257070462266
4,51,0,5,9,33.44473875733221
1,62,0,5,5,35.26961390862483
3,78,0,4,2,56.20021108791281
6,54,1,5,5,42.023484539762826
2,76,0,9,5,54.3276161764206
5,97,1,7,5,83.91002417324268
4,44,1,6,9,27.39873948991437
7,78,0,8,5,70.18155039903971
3,59,1,8,9,40.780678765470746
1,49,1,4,5,22.14304607838909
8,63,1,4,8,57.01427251744841
9,56,1,8,3,53.70520711023624
6,84,0,9,5,73.91507674506067
9,63,1,5,9,60.55903821555841
9,82,0,7,6,79.68678420732707
4,60,1,8,4,43.67090505971097
7,54,1,7,7,46.2521936765316
6,60,1,6,2,48.024662701295775
5,41,1,5,7,26.323830505330463
3,43,0,6,8,22.728241443078367
3,99,1,6,8,80.33137302364261
5,99,1,8,9,87.22318093854952
4,80,0,9,0,63.13272905417525
7,84,0,6,3,74.92179216984857
4,57,1,8,1,40.023670291708505
6,64,0,7,1,51.79131407802874
6,93,1,5,7,82.12176771521095
4,87,0,8,8,71.35444703681503
6,93,1,5,9,82.5172146778371
7,73,0,8,3,64.69599622964148
8,56,0,7,0,49.17106358478278
3,63,1,6,5,43.089430690944646
6,42,1,8,5,31.265887115547066
4,54,1,9,7,38.642166812869455
1,89,1,8,5,64.80878356194833
4,78,1,9,2,62.0860639988099
8,76,1,5,4,69.94387728714915
7,91,0,9,2,83.30887865005349
9,43,1,4,6,39.11921898718527
9,70,0,4,7,66.2095905203501
9,72,1,7,5,69.9027771771872
6,78,1,5,6,66.65372261358175
4,48,1,4,3,29.312044452762116
1,67,1,4,6,40.66515550408153
6,70,0,7,1,57.89944272615519
7,92,0,9,7,85.3155174979733
7,62,1,4,9,53.333152297955884
6,55,1,6,4,43.33000245714988
1,87,1,7,5,62.28652072189379
4,67,1,6,1,49.23144479056116
8,80,1,9,7,76.55401332588889
3,99,0,5,1,77.86715783238805
6,52,0,6,4,39.68200726836934
6,84,1,4,7,72.47335478567555
4,92,0,8,8,76.44455424358708
1,95,0,6,9,70.14143535591836
5,70,1,8,0,55.92104780745395
4,74,1,4,9,56.96694281585521
1,69,1,7,2,43.368964333575185
8,92,1,4,5,85.94372387278707
2,89,0,8,1,66.2847810314299
9,87,0,5,9,84.39762194334693
2,82,1,6,6,59.768739298540304
3,49,0,4,7,27.666206695200323
4,80,0,5,0,61.187849224792394
5,51,0,7,1,35.69621308097022
2,60,1,9,1,37.842310054215055
2,88,0,8,8,66.65082395926703
6,75,0,8,9,65.05755774077758
5,72,0,7,3,57.470110312038976
5,98,1,6,2,83.84865521331213
7,62,1,8,4,54.28941472077337
9,82,0,8,8,80.56845112729894
5,41,1,4,8,26.03533402929783
6,99,1,5,6,88.03217288202433
3,78,1,5,5,57.873532353915074
1,76,0,9,7,51.86224087959557
6,87,1,4,2,74.53880170317339
7,40,0,6,1,29.733401787628388
9,57,1,8,3,54.723228551590644
5,97,0,9,4,84.09080974190371
5,59,1,9,0,45.209031909901164
3,73,0,8,6,53.84587763577594
3,81,0,6,2,60.22671532666747
4,63,0,9,3,46.41953499508953
5,94,1,4,0,78.4086825705769
7,75,1,8,4,67.5236934583807
3,46,0,4,9,25.00758933376325
9,49,0,7,5,45.894353161318485
7,40,1,8,6,32.28838997360251
2,89,1,5,5,66.21094594936238
9,84,0,9,3,82.10209656078811
4,91,1,8,9,76.21818714826304
7,87,1,7,9,80.24234820385328
9,92,1,9,5,91.23564591896684
9,71,0,7,5,68.29082487111549
4,60,1,7,8,43.97557902761755
4,80,0,7,8,63.742076989988426
4,81,0,8,1,63.86225401949702
2,40,1,5,9,17.118789248248618
2,83,1,8,4,61.36375369195999
2,94,0,6,0,70.20472484219744
2,86,1,6,2,63.04993113870564
7,97,0,7,7,89.4331847900539
3,70,1,7,1,49.91090681251891
7,74,1,9,4,66.99189197437201
7,96,0,9,6,89.18987978207784
6,89,0,5,5,77.06030412244985
8,44,0,8,2,37.83647320850174
7,89,1,5,7,80.91050420924452
8,75,1,8,2,69.98906875520575
7,66,0,4,5,56.02041327340391
1,54,0,7,7,28.493329255107128
7,44,0,5,2,33.516991077013394
3,91,0,7,7,71.88176710412267
7,50,1,5,0,39.823603627231
7,45,0,7,5,36.10062287699845
3,86,1,9,0,66.97396630756782
2,98,0,8,8,76.83103837281112
6,66,0,9,8,56.18386124462052
1,90,0,7,7,65.14210114386586
6,69,0,5,5,56.69987529536167
1,74,0,4,0,46.011033840966626
2,81,0,9,4,59.21999990187958
9,76,1,6,5,73.48864298525913
9,71,1,5,0,66.923698414576
6,74,1,8,6,64.04029672020124
3,71,0,4,5,49.66723144237117
8,62,0,4,3,54.413702804811315
2,72,1,9,8,51.44263171965951
1,64,1,8,0,38.36963012152271
8,63,1,8,3,57.9705349402659
4,78,0,4,6,59.851927272616315
9,85,1,5,0,81.17599859353774
1,52,0,5,8,25.68256993901995
9,62,0,9,1,59.31017788836494
3,75,0,6,9,55.50265104773255
6,55,0,4,6,42.15907864036729
3,55,1,8,5,35.9176990748008
3,81,0,8,8,62.38549612923736
2,94,1,6,8,72.38044355741937
8,95,0,7,6,90.0602406854832
7,50,0,6,8,41.297680570364015
9,51,0,7,1,47.139502118775006
6,67,1,5,0,54.26914587080477
4,40,0,6,2,21.34865849058788
4,95,0,9,8,79.98483852499601
8,82,0,9,5,77.60067838125423
9,63,1,9,6,61.910747601002036
1,86,0,6,9,60.97924238372867
7,64,1,6,9,56.341635095356146
5,99,0,4,7,84.28892328182317
8,68,0,5,1,60.61260444765734
4,56,0,6,9,39.02106592144997
7,99,0,6,6,90.78528423410393
8,83,0,4,4,75.98987655456699
7,99,1,4,3,89.81360474019058
9,75,1,7,9,73.74773542650274
7,91,1,4,9,82.85577409723376
6,90,0,6,3,78.16909855852381
3,42,0,9,4,22.3779859485088
6,52,0,4,4,38.709567353677905
3,40,1,7,3,19.76571053451279
8,87,0,7,6,81.91606915464794
9,89,1,9,3,87.78613463227745
7,93,1,6,4,84.87563948806863
6,70,0,8,1,58.38566268350092
8,48,0,9,4,42.79022589389124
3,69,1,6,7,49.59300630169725
3,98,0,7,2,78.01929978703814
2,97,1,5,9,75.14601140544997
9,76,0,5,9,73.19938608844842
7,55,1,4,5,45.41610828322272
1,76,1,7,3,50.692837904369135
3,63,1,9,9,45.3389844882341
6,48,1,4,0,34.44051852772527
3,62,0,7,0,40.975080935653246
8,74,0,7,7,68.87951389835368
6,46,0,6,2,33.17843165761672
8,69,1,4,5,62.52923072163565
